date,state,url,notes
2020-03-29,TO,https://saude.to.gov.br/noticia/2020/3/29/boletim-de-acompanhamento--sesto--covid-19--2903/,
2020-03-30,TO,https://saude.to.gov.br/noticia/2020/3/30/boletim-de-acompanhamento--covid-19--3003/,
2020-03-31,TO,https://saude.to.gov.br/noticia/2020/3/31/boletim-de-acompanhamento--covid-19--3103/,
2020-04-01,TO,https://saude.to.gov.br/noticia/2020/3/31/boletim-de-acompanhamento--covid-19--3103/,
2020-04-02,TO,https://saude.to.gov.br/noticia/2020/4/2/boletim-de-acompanhamento--covid-19--0204/,
2020-04-03,TO,https://saude.to.gov.br/noticia/2020/4/3/boletim-de-acompanhamento--covid-19--0304/,
2020-04-04,TO,https://central3.to.gov.br/arquivo/500194/,
2020-04-05,TO,https://central3.to.gov.br/arquivo/500220/,
2020-04-06,TO,https://central3.to.gov.br/arquivo/500338/,
2020-04-06,TO,http://coronavirus.to.gov.br/,Mais um caso
2020-04-07,TO,https://central3.to.gov.br/arquivo/500590/,
2020-04-08,TO,http://coronavirus.to.gov.br/,
2020-04-09,TO,https://central3.to.gov.br/arquivo/500772/,Boletim consolidado do dia
2020-04-10,TO,https://central3.to.gov.br/arquivo/500820/,Sem alterações no dia
2020-04-11,TO,https://saude.to.gov.br/noticia/2020/4/11/acompanhe-o-28-boletim-epidemiologico-de-notificacoes-de-covid-19-no-tocantins/,
2020-04-12,TO,https://saude.to.gov.br/noticia/2020/4/12/acompanhe-o-29-boletim-epidemiologico-de-notificacoes-de-covid-19-no-tocantins/,
2020-04-13,TO,https://central3.to.gov.br/arquivo/501038/,
2020-04-14,TO,https://central3.to.gov.br/arquivo/501260/,
2020-04-15,TO,https://central3.to.gov.br/arquivo/501494/,"Araguaína descartou um caso. O paciente foi inicialmente diagnosticado com Covid-19, ao refazerem o exame testou negativo para Covid-19 e positivo para Influenza B."
2020-04-16,TO,https://saude.to.gov.br/noticia/2020/4/16/acompanhe-o-33-boletim-epidemiologico-da-covid-19-no-tocantins-1604/,
2020-04-17,TO,https://saude.to.gov.br/noticia/2020/4/17/acompanhe-o-34-boletim-epidemiologico-da-covid-19-no-tocantins-1704/,
2020-03-12,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227061.PDF,
2020-03-13,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000226852.PDF,
2020-03-16,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227051.PDF,
2020-03-18,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227236.PDF,
2020-03-19,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227393.PDF,nota explica problemas de divulgação
2020-03-20,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227504.PDF,
2020-03-20,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227515.PDF,este texto é quase impossível de decifrar
2020-03-21,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227546.PDF,
2020-03-22,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227572.PDF,
2020-03-22,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227600.PDF,
2020-03-22,RN,http://www.rn.gov.br/Conteudo.asp?TRAN=ITEM&TARG=227583&ACT=&PAGE=&PARM=&LBL=Boletins+Epidemiol%F3gicos,
2020-03-24,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227775.PDF,
2020-03-25,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227875.PDF,
2020-03-26,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227985.PDF,
2020-03-27,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228049.PDF,
2020-03-28,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228094.PDF,
2020-03-28,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228113.PDF,"Boletim divulgado no dia 29, mas com dados extraídos no dia 28"
2020-03-30,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228171.PDF,Boletim traz dados do dia 30. Governo do RN revisou e informou que Caicó só possui um caso! 
2020-03-31,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228250.PDF,
2020-03-31,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228274.PDF,"aparentemente correção do boletim anterior; são quase idênticos, com a diferença de 1 caso a menos em São Gonçalo do Amarante"
2020-04-01,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228342.PDF,
2020-04-02,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228478.PDF,
2020-04-03,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228496.PDF,"tem um aviso que o caso de Caicó tem residência permanente em Parnamirim. Por isso, Caicó está com 0 casos agora"
2020-04-04,RN,http://www.saude.rn.gov.br/Conteudo.asp?TRAN=ITEM&TARG=228605&ACT=&PAGE=0&PARM=&LBL=ACERVO+DE+MAT%C9RIAS,não divulgaram as cidades! 
2020-04-05,RN,https://www.instagram.com/p/B-nMNL4gTAF/,Não divulgaram as cidades! Nem o número de importados
2020-04-05,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228660.PDF,Boletim divulgado na segunda (6) com dados colhidos até as 21h do domingo (5)
2020-04-07,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228723.PDF,
2020-04-08,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228833.PDF,"De acordo com o boletim: ""Dos casos confirmados anteriormente [em Natal], 04 seguem em investigação para definição de município de residência."""
2020-04-08,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228894.PDF,"Boletim apresenta erro. Os testes automáticos acabaram, então os resultados vão demorar mais para sair no RN. Eles repetiram dados do dia 8. https://g1.globo.com/rn/rio-grande-do-norte/noticia/2020/04/09/kits-automaticos-de-coleta-para-exame-do-coronavirus-acabam-e-numero-de-casos-confirmados-se-mantem-em-261-no-rn.ghtml"
2020-04-10,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228941.PDF,
2020-04-11,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228964.PDF,
2020-04-12,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000228973.PDF,Cerro Corá apresenta um óbito mesmo sem nenhum caso.
2020-04-12,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000229022.PDF,"Boletim publicado na segunda com dados do domingo. Corrigiram Cerro Corá, mas omitiram os casos de São José de Mipibu"
2020-04-13,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000229149.PDF,Boletim com dados do dia 13 publicado no dia 14. A explicação é que havia inconsistências e não deu pra avaliar dia 13. Corrigiram São José de Mipibu.
2020-04-14,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000229198.PDF,Boletim com dados do dia 14 (publicado no dia 15)
2020-04-15,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000229260.PDF,Boletim com dados do dia 15 (publicado dia 16)
2020-04-16,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000229337.PDF,Boletim com dados do dia 16 (publicado dia 17)
2020-04-17,RN,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000229435.PDF,Boletim com dados do dia 17 (publicado dia 18)
2020-02-27,RS,https://saude.rs.gov.br/upload/arquivos/202002/27193954-informe-epidemiologico-rs-2019-ncov-27-02-2020.pdf,
2020-03-02,RS,https://saude.rs.gov.br/upload/arquivos/202003/03104226-informe-epidemiologico-rs-2019-ncov-02-03-2020-2.pdf,
2020-03-03,RS,https://saude.rs.gov.br/upload/arquivos/202003/03225612-informe-epidemiologico-rs-2019-ncov-03-03-2020.pdf,
2020-03-04,RS,https://saude.rs.gov.br/upload/arquivos/202003/04172316-informe-epidemiologico-rs-2019-ncov-04-03-2020.pdf,
2020-03-05,RS,https://saude-admin.rs.gov.br/upload/arquivos/202003/05162837-informe-epidemiologico-rs-2019-ncov-05-03-2020.pdf,
2020-03-09,RS,https://saude-admin.rs.gov.br/upload/arquivos/202003/09182605-informe-epidemiologico-rs-2019-ncov-09-03-2020.pdf,
2020-03-10,RS,https://saude.rs.gov.br/upload/arquivos/202003/10165428-informe-epidemiologico-rs-2019-ncov-10-03-2020.pdf,
2020-03-11,RS,https://saude.rs.gov.br/upload/arquivos/202003/11185859-informe-epidemiologico-rs-2019-ncov-11-03-2020.pdf,
2020-03-12,RS,https://saude.rs.gov.br/upload/arquivos/202003/12171359-informe-epidemiologico-rs-2019-ncov-12-03-2020.pdf,
2020-03-13,RS,https://saude.rs.gov.br/upload/arquivos/202003/13180958-informe-epidemiologico-rs-2019-ncov-13-03-2020.pdf,
2020-03-16,RS,https://saude.rs.gov.br/upload/arquivos/202003/16185550-informe-epidemiologico-rs-2019-ncov-16-03-2020.pdf,
2020-03-18,RS,https://estado.rs.gov.br/upload/arquivos//informe-epidemiologico-rs-2019-ncov-18-03-2020.pdf,
2020-03-18,RS,https://estado.rs.gov.br/nove-casos-a-mais-de-coronavirus-sao-registrados-no-estado-nesta-quarta-feira-dia-18,
2020-03-19,RS,https://saude.rs.gov.br/upload/arquivos/202003/20081553-informe-epidemiologico-rs-2019-ncov-19-03-2020.pdf,
2020-03-19,RS,https://estado.rs.gov.br/mais-nove-casos-de-coronavirus-nesta-quinta-dia-19-elevam-para-37-o-total-no-estado,
2020-03-20,RS,https://saude.rs.gov.br/upload/arquivos/202003/20205403-informe-epidemiologico-rs-2019-ncov-20-03-2020.pdf,
2020-03-21,RS,https://saude.rs.gov.br/upload/arquivos/202003/21214556-informe-epidemiologico-rs-2019-ncov-21-03-2020.pdf,
2020-03-22,RS,https://saude.rs.gov.br/upload/arquivos/202003/23081629-informe-epidemiologico-rs-2019-ncov-22-03-2020.pdf,
2020-03-23,RS,https://saude.rs.gov.br/upload/arquivos/202003/23180128-informe-epidemiologico-rs-2019-ncov-23-03-2020.pdf,
2020-03-24,RS,https://saude.rs.gov.br/upload/arquivos/202003/24180419-informe-epidemiologico-rs-2019-ncov-24-03-2020.pdf,
2020-03-25,RS,https://saude-admin.rs.gov.br/upload/arquivos/202003/25182055-informe-epidemiologico-rs-2019-ncov-25-03-2020.pdf,
2020-03-26,RS,https://saude-admin.rs.gov.br/upload/arquivos/202003/26180251-informe-epidemiologico-rs-2019-ncov-26-03-2020.pdf,
2020-03-27,RS,http://ti.saude.rs.gov.br/covid19/,Portal tem informação de atualização às 18:31
2020-03-28,RS,http://ti.saude.rs.gov.br/covid19/,
2020-03-29,RS,http://ti.saude.rs.gov.br/covid19/,Portal tem informação de atualização às 11:28 e 19:20
2020-03-30,RS,http://ti.saude.rs.gov.br/covid19/,
2020-03-31,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-01,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-02,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-03,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-04,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-05,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-06,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-07,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-08,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-09,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-10,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-11,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-12,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-13,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-14,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-15,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-16,RS,http://ti.saude.rs.gov.br/covid19/,
2020-04-17,RS,http://ti.saude.rs.gov.br/covid19/,
2020-03-12,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11118-ses-confirma-dois-casos-do-novo-coronavirus-em-sc,
2020-03-13,SC,http://www.saude.sc.gov.br/coronavirus/img/boletim-ncovid19-0314.jpg,sem detalhamento por cidade
2020-03-13,SC,https://sc.gov.br/noticias/temas/saude/governo-do-estado-confirma-terceiro-caso-de-coronavirus-em-santa-catarina,
2020-03-14,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11130-governo-do-estado-confirma-mais-dois-casos-do-novo-coronavirus-em-sc,
2020-03-15,SC,http://www.saude.sc.gov.br/coronavirus/sexto-caso-coronavirus.html,
2020-03-15,SC,http://www.saude.sc.gov.br/coronavirus/img/boletim-15_03_20.jpeg,sem detalhamento por cidade
2020-03-16,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11136-saude-estadual-confirma-setimo-caso-do-covid-19,
2020-03-17,SC,http://www.saude.sc.gov.br/coronavirus/img/boletim-17-03-20.jpeg,
2020-03-18,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11146-coronavirus-em-sc-governo-confirma-14-casos-e-transmissoes-comunitarias,
2020-03-19,SC,http://www.saude.sc.gov.br/coronavirus/coronavirus-em-sc-governo-do-estado-confirma-20-casos-da-doenca.html,
2020-03-19,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11150-coronavirus-em-sc-governo-do-estado-confirma-21-casos-da-doenca,
2020-03-20,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11152-coronavirus-em-sc-governo-do-estado-confirma-28-casos-do-covid-19,
2020-03-20,SC,http://www.saude.sc.gov.br/coronavirus/img/boletim_20_03_20.jpeg,
2020-03-20,SC,https://g1.globo.com/sc/santa-catarina/noticia/2020/03/20/santa-catarina-tem-40-casos-confirmados-de-coronavirus.ghtml,"No dia 20 à noite, a secretaria divulgou somente o numero total de casos confirmados, sem detalhamento das cidades. Desta forma foram utilizados os números por cidade divulgados na matéria do G1 neste dia"
2020-03-21,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11157-coronavirus-em-sc-numero-de-casos-confirmados-no-estado-aumenta-para-51,
2020-03-21,SC,http://www.saude.sc.gov.br/coronavirus/coronavirus-em-sc-governo-do-estado-confirma-57-casos-de-covid-19.html,
2020-03-22,SC,http://www.saude.sc.gov.br/coronavirus/coronavirus-em-sc-governo-do-estado-confirma-68-casos-de-covid-19.html,
2020-03-23,SC,https://www.sc.gov.br/noticias/temas/coronavirus/coronavirus-em-sc-governo-do-estado-confirma-86-casos-de-covid-19,
2020-03-24,SC,http://www.saude.sc.gov.br/coronavirus/coronavirus-109-casos-de-Covid-19.html,
2020-03-25,SC,http://www.saude.sc.gov.br/coronavirus/coronavirus-em-sc-numero-de-casos-confirmados-aumenta-para-122-no-estado.html,
2020-03-26,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11172-coronavirus-em-sc-governo-do-estado-confirma-primeira-morte-por-covid-19,
2020-03-26,SC,http://www.sc.gov.br/noticias/temas/coronavirus/coronavirus-em-sc-governo-do-estado-confirma-149-casos-e-uma-morte-por-covid-19,
2020-03-27,SC,http://www.sc.gov.br/noticias/temas/coronavirus/coronavirus-em-sc-governo-do-estado-confirma-163-casos-e-uma-morte-por-covid-19,
2020-03-28,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11179-coronavirus-em-sc-governo-do-estado-confirma-184-casos-de-covid-19,
2020-03-29,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado,
2020-03-30,SC,http://www.sc.gov.br/noticias/temas/coronavirus/coronavirus-em-sc-governo-do-estado-confirma-219-casos-de-covid-19,
2020-03-30,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11184-governo-do-estado-confirma-segunda-morte-por-covid-19,
2020-03-31,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11185-numero-de-casos-confirmados-de-covid-19-no-estado-chega-a-235,
2020-04-01,SC,http://www.sc.gov.br/noticias/temas/coronavirus/coronavirus-em-sc-estado-tem-247-casos-confirmados-de-covid-19,
2020-04-02,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11190-governo-do-estado-confirma-281-casos-e-5-mortes-por-covid-19,Fonte que confirma o município de residência de uma das mortes no dia (florianopolis) - https://www.nsctotal.com.br/noticias/santa-catarina-tem-mais-tres-mortes-por-coronavirus-obitos-ocorreram-na-grande
2020-04-03,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11194-governo-do-estado-confirma-301-casos-de-covid-19,
2020-04-04,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11195-estado-confirma-334-casos-de-covid-19,
2020-04-04,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11196-coronavirus-numero-de-casos-confirmados-chega-a-356-no-estado,Neste boletim não são especificados os municípios dos 5 novos óbitos divulgados em 4/4
2020-04-04,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11197-estado-registra-10-mortes-em-decorrencia-da-covid-19-desde-o-inicio-da-pandemia,Boletim que confirma o município dos 5 obitos em 4/4
2020-04-05,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11198-coronavirus-em-sc-numero-de-casos-confirmados-chega-a-379-no-estado,Secretaria corrigiu informação de caso confirmado em Abelardo Luz para siderópolis
2020-04-06,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11200-coronavirus-sc-governo-do-estado-confirma-417-casos-e-11-mortes,
2020-04-07,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11202-governo-do-estado-confirma-457-casos-e-15-mortes-por-covid-19,"Por conta de um delay do sistema no momento que a tabela foi baixada da base de dados na segunda-feira, 6, o município de Siderópolis teve um caso duplicado e houve inconsistência nos casos de Brusque. No boletim desta terça-feira, os dados estão atualizados."
2020-04-08,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11206-santa-catarina-tem-501-casos-confirmados-de-covid-19,
2020-04-08,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11206-santa-catarina-tem-501-casos-confirmados-de-covid-19,Corrigido Pedras Grandes conforme link
2020-04-09,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11208-governo-do-estado-confirma-693-casos-e-18-mortes-por-covid-19,Um caso que estava contabilizado como Paulo Lopes passou para Garopaba após a confirmação do local de residência do paciente.
2020-04-10,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11212-estado-tem-717-casos-confirmados-de-covid-19,"Houve diminuição de um caso no municípo de Palhoça e de três casos indefinidos. SESCOM informou via e-mail: ""No boletim do dia 9 de abril, um caso de Palhoça estava duplicado no sistema, então foi ajustado e o município registra seis casos confirmados. No caso de outros países, três casos migraram na sexta-feira para cidades de notificação e retornaram no sábado para Outros Países."""
2020-04-11,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11215-governo-do-estado-confirma-732-casos-e-21-mortes-por-covid-19,"Houve diminuição de um caso e um óbito no município de São José, sem explicação no boletim. A SECOM informou via e-mail: ""Outros Países, três casos migraram na sexta-feira para cidades de notificação e retornaram neste sábado para Outros Países, o que explica o caso a menos em São José""."
2020-04-12,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11216-governo-do-estado-confirma-776-casos-e-24-mortes-por-covid-19,Um caso que até este sábado estava contabilizado como Botuverá passou para Brusque em função da confirmação do local de residência do paciente.
2020-04-13,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11217-governo-do-estado-confirma-826-casos-e-26-mortes-por-covid-19,"Houve diminuição de um caso de Ituporanga, sem explicação no Boletim."
2020-04-14,SC,http://www.sc.gov.br/noticias/temas/coronavirus/coronavirus-em-sc-governo-do-estado-confirma-853-casos-e-28-mortes-por-covid-19,"Há diminuição de um caso em Caçador, sem explicação no boletim."
2020-04-15,SC,http://www.saude.sc.gov.br/index.php/noticias-geral/11224-governo-do-estado-confirma-884-casos-e-29-mortes-por-covid-19,"Santa Rosa de Lima teve seus casos zerados sem justificativa no boletim. Houve diminuição de dois casos em Itajaí e um caso em Jaraguá do Sul, também sem explicação."
2020-04-16,SC,https://www.sc.gov.br/noticias/temas/coronavirus/coronavirus-em-sc-governo-do-estado-confirma-926-casos-e-30-mortes-por-covid-19,"O óbito contabilizado como Balneário Camboriú no boletim do dia 15 de abril passou para Camboriú, após confirmação do local de residência do paciente. Dois casos de Balneário Camboriú diminuiram sem explicação no boletim. "
2020-04-17,SC,https://www.sc.gov.br/noticias/temas/coronavirus/coronavirus-em-sc-governo-do-estado-confirma-962-casos-e-31-mortes-por-covid-19,"Houve diminuição de um caso em Chapecó e um em Navegantes, sem explicação no boletim."
2020-03-14,SE,https://www.saude.se.gov.br/?p=39206,
2020-03-16,SE,https://www.saude.se.gov.br/?p=39252,
2020-03-18,SE,https://www.saude.se.gov.br/?p=39298,
2020-03-20,SE,https://www.saude.se.gov.br/?p=39368,
2020-03-21,SE,https://www.saude.se.gov.br/?p=39380,
2020-03-24,SE,https://www.saude.se.gov.br/?p=39418,
2020-03-25,SE,https://www.saude.se.gov.br/?p=39482,
2020-03-27,SE,https://www.saude.se.gov.br/?p=39526,
2020-03-30,SE,https://www.saude.se.gov.br/?p=39588,
2020-03-31,SE,https://www.saude.se.gov.br/?p=39600,
2020-04-01,SE,https://www.saude.se.gov.br/?p=39639,
2020-04-02,SE,https://www.saude.se.gov.br/?p=39654,
2020-04-02,SE,https://www.saude.se.gov.br/?p=39700,noticia divulgada a noite com o caso 24
2020-04-03,SE,https://todoscontraocorona.net.br/boletim-covid-19-03-04-2020/,
2020-04-03,SE,https://todoscontraocorona.net.br/boletim-covid-19-03-04-2020-2/,
2020-04-04,SE,https://www.saude.se.gov.br/?p=39726,
2020-04-04,SE,https://www.saude.se.gov.br/?p=39733,
2020-04-06,SE,https://www.saude.se.gov.br/?p=39768,
2020-04-07,SE,https://www.saude.se.gov.br/?p=39800,
